species,zoonotic_capacity_score,above_50,top_10_percent,bootstraps_above_50,mean_zoonotic_capacity_score,sd_zoonotic_capacity_score
Phocoena phocoena,0.172253269,0,0,0,0.242683669,0.073369319
Phocoena sinus,0.296450384,0,0,0,0.280191626,0.075344276
Phocoena spinipinnis,0.221516976,0,0,0,0.26440984,0.072528289
Phocoenoides dalli,0.19309535,0,0,0,0.23937863,0.060934943
Phodopus campbelli,0.872002327,1,1,45,0.721669533,0.137476168
Phodopus roborovskii,0.646946118,1,0,34,0.553830342,0.114907729
Phodopus sungorus,0.540795963,1,0,22,0.487103909,0.120012537
Phoniscus aerosa,0.058443722,0,0,0,0.117045443,0.048312511
Phoniscus atrox,0.660221046,1,0,48,0.652819052,0.087299065
Phoniscus jagorii,0.803083089,1,0,49,0.700679893,0.095861869
Phoniscus papuensis,0.298833594,0,0,2,0.349389701,0.088766578
Phylloderma stenops,0.686159424,1,0,48,0.671132283,0.093601213
Phyllomys blainvilii,0.254615038,0,0,2,0.331882904,0.084046687
Phyllomys brasiliensis,0.374849625,0,0,4,0.376179058,0.082476885
Phyllomys dasythrix,0.164750257,0,0,0,0.238431462,0.070622858
Phyllomys kerri,0.097682867,0,0,0,0.143952024,0.05750591
Phyllomys lamarum,0.518128159,1,0,34,0.530505435,0.082710427
Phyllomys lundi,0.093221979,0,0,0,0.141075902,0.056275135
Phyllomys mantiqueirensis,0.092140637,0,0,0,0.139312913,0.056192947
Phyllomys medius,0.070228555,0,0,0,0.132718292,0.05492774
Phyllomys nigrispinus,0.055022874,0,0,0,0.12138673,0.050056749
Phyllomys pattoni,0.061206038,0,0,0,0.1206376,0.051108759
Phyllomys thomasi,0.343675189,0,0,3,0.374936964,0.088345547
Phyllomys unicolor,0.088174124,0,0,0,0.13392027,0.055480211
Phyllonycteris aphylla,0.655205729,1,0,44,0.596802612,0.083087615
Phyllonycteris major,0.052003625,0,0,0,0.104661336,0.048787719
Phyllonycteris poeyi,0.518112554,1,0,34,0.539585904,0.079660124
Phyllops falcatus,0.551202632,1,0,40,0.565867637,0.086081081
Phyllostomus discolor,0.713503547,1,0,44,0.637902597,0.119066754
Phyllostomus elongatus,0.623816344,1,0,47,0.627745268,0.089861566
Phyllostomus hastatus,0.541951534,1,0,36,0.530349131,0.090396947
Phyllostomus latifolius,0.657119397,1,0,47,0.626496761,0.093801888
Phyllotis amicus,0.315031451,0,0,0,0.324252502,0.091046963
Phyllotis andium,0.332098891,0,0,2,0.35885955,0.083493005
Phyllotis bonariensis,0.25388659,0,0,0,0.259030706,0.07549181
Phyllotis caprinus,0.241158788,0,0,0,0.274274164,0.074568672
Phyllotis darwini,0.231730925,0,0,0,0.252052457,0.089452092
Phyllotis definitus,0.455854957,0,0,13,0.440734313,0.090455431
Phyllotis haggardi,0.452587833,0,0,8,0.42203188,0.087212493
Phyllotis limatus,0.135865185,0,0,0,0.193380433,0.057669105
Phyllotis magister,0.332287413,0,0,2,0.342313702,0.09738519
Phyllotis osgoodi,0.315054896,0,0,0,0.294414387,0.085846014
Phyllotis osilae,0.353495824,0,0,4,0.368385079,0.090017397
Phyllotis wolffsohni,0.317579594,0,0,1,0.353023723,0.080451068
Phyllotis xanthopygus,0.209796988,0,0,0,0.271891971,0.090248284
Physeter catodon,0.141199126,0,0,0,0.202682958,0.064326552
Piliocolobus badius,0.943868069,1,1,50,0.908058364,0.035792462
Piliocolobus foai,0.800104725,1,0,50,0.758290441,0.053543593
Piliocolobus gordonorum,0.825729135,1,0,50,0.76547631,0.051498392
Piliocolobus kirkii,0.939134266,1,1,50,0.889353637,0.036799495
Piliocolobus pennantii,0.918491397,1,1,50,0.866079624,0.038609559
Piliocolobus preussi,0.95239812,1,1,50,0.916459817,0.030211059
Piliocolobus rufomitratus,0.926006353,1,1,50,0.871199904,0.037443985
Piliocolobus tephrosceles,0.917444173,1,1,50,0.874679645,0.038673199
Piliocolobus tholloni,0.893100568,1,1,50,0.852834071,0.042942192
Pipanacoctomys aureus,0.071327462,0,0,0,0.130588575,0.052456722
Pipistrellus abramus,0.48710354,0,0,10,0.366827381,0.165494629
Pipistrellus adamsi,0.544148069,1,0,24,0.49409605,0.121315453
Pipistrellus aero,0.232278614,0,0,1,0.311946473,0.087625845
Pipistrellus angulatus,0.471251805,0,0,24,0.492637824,0.111609846
Pipistrellus ceylonicus,0.254410266,0,0,4,0.364540321,0.095931004
Pipistrellus collinus,0.475534365,0,0,25,0.49625839,0.107144486
Pipistrellus coromandra,0.484805847,0,0,15,0.460032709,0.102176212
Pipistrellus deserti,0.431667535,0,0,16,0.466747161,0.088459287
Pipistrellus endoi,0.476632818,0,0,8,0.415447166,0.101291471
Pipistrellus hesperidus,0.203101495,0,0,0,0.266433952,0.081438005
Pipistrellus hesperus,0.215105069,0,0,1,0.275825851,0.097185443
Pipistrellus inexspectatus,0.437439561,0,0,20,0.48078909,0.089189078
Pipistrellus javanicus,0.35402171,0,0,8,0.402763551,0.109461884
Pipistrellus kuhlii,0.319829268,0,0,3,0.366002868,0.101699343
Pipistrellus maderensis,0.319624682,0,0,1,0.323417032,0.090207669
Pipistrellus minahassae,0.588907774,1,0,37,0.557985487,0.100984681
Pipistrellus nanulus,0.469117343,0,0,24,0.50012653,0.096649035
Pipistrellus nathusii,0.10918155,0,0,1,0.229473064,0.088858042
Pipistrellus papuanus,0.455231847,0,0,23,0.48348446,0.111942062
Pipistrellus paterculus,0.362762783,0,0,15,0.443568879,0.108184505
Pipistrellus permixtus,0.607202416,1,0,42,0.579279136,0.086389113
Pipistrellus pipistrellus,0.114678498,0,0,0,0.230038966,0.084199728
Pipistrellus pygmaeus,0.085691024,0,0,0,0.207487368,0.081730482
Pipistrellus rueppellii,0.274428904,0,0,2,0.373483495,0.085364154
Pipistrellus rusticus,0.128889932,0,0,1,0.223798987,0.081571824
Pipistrellus stenopterus,0.754028681,1,0,50,0.673369508,0.087278679
Pipistrellus sturdeei,0.057442863,0,0,0,0.115969298,0.047644936
Pipistrellus subflavus,0.200942924,0,0,0,0.260459674,0.085445213
Pipistrellus tenuis,0.381830212,0,0,14,0.427089943,0.109432066
Pipistrellus wattsi,0.539774769,1,0,25,0.495006474,0.116266556
Pipistrellus westralis,0.483853367,0,0,18,0.46232298,0.122052786
Pithecheir melanurus,0.693043905,1,0,46,0.622208091,0.084585188
Pithecheir parvus,0.843585018,1,1,50,0.764399156,0.076570237
Pithecheirops otion,0.122493904,0,0,0,0.174939418,0.062834538
Pithecia aequatorialis,0.847696031,1,1,50,0.797661538,0.056743171
Pithecia albicans,0.859205819,1,1,50,0.810992475,0.057700892
Pithecia irrorata,0.872555925,1,1,50,0.82354208,0.050870634
Pithecia monachus,0.885279511,1,1,50,0.841433554,0.051361379
Pithecia pithecia,0.892202735,1,1,50,0.844039361,0.051637457
Plagiodontia aedium,0.865421987,1,1,50,0.787348124,0.067309198
Plagiodontia araeum,0.103967059,0,0,0,0.161766656,0.059997824
Plagiodontia ipnaeum,0.103967059,0,0,0,0.161766656,0.059997824
Planigale gilesi,0.177660199,0,0,0,0.21396226,0.072404651
Planigale ingrami,0.34511096,0,0,4,0.350532314,0.095400903
Planigale maculata,0.172190457,0,0,0,0.241673553,0.067265951
Planigale novaeguineae,0.571192177,1,0,35,0.54408547,0.096219986
Planigale tenuirostris,0.119722873,0,0,0,0.178736601,0.065048368
Platacanthomys lasiurus,0.733523981,1,0,49,0.683445207,0.08485591
Platalina genovensium,0.203263116,0,0,0,0.268106955,0.092640286
Platanista gangetica,0.182878582,0,0,0,0.229682367,0.064400987
Platanista minor,0.186264366,0,0,0,0.226254316,0.064898443
Platymops setiger,0.388176246,0,0,19,0.462819306,0.092516684
Platyrrhinus aurarius,0.559948136,1,0,34,0.532538707,0.094066736
Platyrrhinus brachycephalus,0.352314514,0,0,7,0.422164425,0.095745343
Platyrrhinus chocoensis,0.410132958,0,0,17,0.470816148,0.094363866
Platyrrhinus dorsalis,0.21784397,0,0,1,0.288390897,0.079290931
Platyrrhinus helleri,0.488724905,0,0,23,0.510862653,0.092572575
Platyrrhinus infuscus,0.458273926,0,0,16,0.473672883,0.079862582
Platyrrhinus lineatus,0.202994962,0,0,0,0.26175969,0.075093062
Platyrrhinus recifinus,0.172359617,0,0,0,0.263577923,0.08574321
Platyrrhinus umbratus,0.448146518,0,0,19,0.485944435,0.082788538
Platyrrhinus vittatus,0.378156332,0,0,10,0.437884379,0.079298206
Plecotus alpinus,0.055919552,0,0,0,0.113167268,0.046879591
Plecotus auritus,0.090264289,0,0,0,0.173204372,0.06290245
Plecotus austriacus,0.133082841,0,0,1,0.225604823,0.091852602
Plecotus balensis,0.392900416,0,0,7,0.40345543,0.094806819
Plecotus kolombatovici,0.028096291,0,0,0,0.084268636,0.045161016
Plecotus sardus,0.063065957,0,0,0,0.113772146,0.051529964
Plecotus taivanus,0.520429494,1,0,21,0.472920431,0.097157892
Plecotus teneriffae,0.223366223,0,0,0,0.260545738,0.094132819
Plerotes anchietae,0.166458182,0,0,0,0.27218338,0.0852048
Podogymnura aureospinula,0.82656144,1,1,50,0.730250547,0.088486351
Podogymnura truei,0.902435245,1,1,50,0.827384847,0.062100027
Podomys floridanus,0.498889124,0,0,31,0.525762027,0.103112633
Podoxymys roraimae,0.359178039,0,0,6,0.394843614,0.082647234
Poecilogale albinucha,0.181447833,0,0,0,0.277679827,0.090448621
Poelagus marjorita,0.565758932,1,0,44,0.593616523,0.096823508
Pogonomelomys bruijni,0.761355618,1,0,49,0.704637269,0.0913903
Pogonomelomys mayeri,0.621863982,1,0,48,0.602816973,0.091129567
Pogonomys championi,0.593693117,1,0,36,0.558499533,0.103084996
Pogonomys fergussoniensis,0.771681876,1,0,50,0.687349801,0.088657762
Pogonomys loriae,0.503606822,1,0,31,0.538522506,0.091073082
Pogonomys macrourus,0.518932391,1,0,35,0.553235245,0.092008887
Pogonomys sylvestris,0.475004811,0,0,27,0.516006142,0.091015249
Poiana leightoni,0.69475178,1,0,48,0.673865986,0.089694772
Poiana richardsonii,0.702143929,1,0,49,0.691499916,0.096428647
Pongo abelii,0.938681965,1,1,50,0.900135931,0.036011469
Pongo pygmaeus,0.960976637,1,1,50,0.919052341,0.036344586
Pontoporia blainvillei,0.16980135,0,0,0,0.232821017,0.069047568
Potamochoerus larvatus,0.522412822,1,0,42,0.59050081,0.103919994
Potamochoerus porcus,0.65351203,1,0,49,0.69896375,0.07532011
Potamogale velox,0.524367083,1,0,33,0.527827933,0.079845164
Potorous gilbertii,0.24257279,0,0,0,0.261953739,0.073256847
Potorous longipes,0.346477213,0,0,7,0.359157409,0.09461153
Potorous platyops,0.076463225,0,0,0,0.143422173,0.053607694
Potorous tridactylus,0.180366618,0,0,0,0.228697511,0.070326204
Potos flavus,0.828396314,1,1,50,0.736789108,0.077182904
Praomys daltoni,0.296913057,0,0,6,0.414320763,0.086940848
Praomys degraaffi,0.100665788,0,0,0,0.154318349,0.05648624
Praomys delectorum,0.361445379,0,0,19,0.482774694,0.086909498
Praomys derooi,0.510929431,1,0,38,0.578000689,0.090511578
Praomys hartwigi,0.439547794,0,0,32,0.522314921,0.099538761
Praomys jacksoni,0.247316283,0,0,7,0.397543332,0.090897091
Praomys lukolelae,0.6061168,1,0,46,0.619755698,0.096005253
Praomys minor,0.63970089,1,0,46,0.617740495,0.094627266
Praomys misonnei,0.590398688,1,0,46,0.592421394,0.085219195
Praomys morio,0.653072471,1,0,48,0.656549744,0.100440577
Praomys mutoni,0.658460147,1,0,45,0.615713648,0.097393871
Praomys obscurus,0.075936317,0,0,0,0.144218302,0.051258501
Praomys petteri,0.073070769,0,0,0,0.140461407,0.052575125
Praomys rostratus,0.566818189,1,0,45,0.614559038,0.092471299
Praomys tullbergi,0.507129265,1,0,39,0.574287073,0.086133411
Praomys verschureni,0.462438115,0,0,30,0.523617276,0.092883923
Presbytis chrysomelas,0.94884563,1,1,50,0.903660168,0.034189431
Presbytis comata,0.974698013,1,1,50,0.932209929,0.031553357
Presbytis femoralis,0.956724101,1,1,50,0.92094975,0.030579632
Presbytis frontata,0.939578309,1,1,50,0.888842517,0.040704674
Presbytis hosei,0.924685306,1,1,50,0.883269445,0.041032355
Presbytis melalophos,0.967228827,1,1,50,0.931493903,0.030523599
Presbytis natunae,0.962534686,1,1,50,0.916496195,0.032105156
Presbytis potenziani,0.963374809,1,1,50,0.921684237,0.030977133
Presbytis rubicunda,0.968171309,1,1,50,0.929703123,0.032475867
Presbytis siamensis,0.947270416,1,1,50,0.905926901,0.033546361
Presbytis thomasi,0.941257974,1,1,50,0.90929481,0.032318095
Priodontes maximus,0.387050913,0,0,14,0.44561554,0.097385786
Prionailurus bengalensis,0.754179549,1,0,49,0.669675007,0.099148864
Prionailurus iriomotensis,0.853407027,1,1,50,0.745847942,0.080482457
Prionailurus planiceps,0.766502131,1,0,50,0.778592766,0.07414982
Prionailurus rubiginosus,0.761343407,1,0,49,0.707771553,0.087308285
Prionailurus viverrinus,0.680147954,1,0,50,0.696883222,0.099110833
Prionodon linsang,0.849130386,1,1,50,0.79422559,0.076692859
Prionodon pardicolor,0.50889627,1,0,38,0.59830443,0.118252043
Prionomys batesi,0.527792158,1,0,30,0.528557785,0.079792113
Procapra gutturosa,0.731042379,1,0,46,0.618840781,0.078903969
Procapra picticaudata,0.68631019,1,0,46,0.592346277,0.068375869
Procapra przewalskii,0.875361298,1,1,50,0.745788996,0.06892578
Procavia capensis,0.482748952,0,0,32,0.522788343,0.103022104
Procolobus verus,0.928028951,1,1,50,0.899246893,0.034575273
Procyon cancrivorus,0.663741688,1,0,44,0.637176176,0.102988379
Procyon lotor,0.433965909,0,0,33,0.583750445,0.168117696
Procyon pygmaeus,0.838159644,1,1,50,0.780802914,0.068142094
Proechimys brevicauda,0.483623517,0,0,30,0.523746448,0.094947595
Proechimys canicollis,0.66992718,1,0,48,0.639573178,0.081960022
Proechimys chrysaeolus,0.082607325,0,0,0,0.147295706,0.050725685
Proechimys cuvieri,0.567323225,1,0,36,0.559032783,0.102772325
Proechimys decumanus,0.458142937,0,0,25,0.508935205,0.090557665
Proechimys echinothrix,0.063983653,0,0,0,0.126201103,0.052582408
Proechimys gardneri,0.073743327,0,0,0,0.133322595,0.051655266
Proechimys goeldii,0.57234762,1,0,38,0.565879427,0.098089917
Proechimys guairae,0.59607623,1,0,50,0.648961325,0.091936846
Proechimys guyannensis,0.527914027,1,0,37,0.570133364,0.095654591
Proechimys hoplomyoides,0.067962382,0,0,0,0.134583862,0.046886164
Proechimys kulinae,0.073110912,0,0,0,0.136498659,0.054389172
Proechimys longicaudatus,0.426894614,0,0,18,0.47496755,0.08576449
Proechimys magdalenae,0.069052678,0,0,0,0.13422061,0.046559608
Proechimys mincae,0.58062096,1,0,41,0.577459193,0.090330553
Proechimys oconnelli,0.558380841,1,0,26,0.517796105,0.085586094
Proechimys pattoni,0.07033563,0,0,0,0.138253786,0.047368913
Proechimys poliopus,0.612251671,1,0,49,0.621620553,0.088141342
Proechimys quadruplicatus,0.573979961,1,0,39,0.564247129,0.09792228
Proechimys roberti,0.068259065,0,0,0,0.13583843,0.046787473
Proechimys semispinosus,0.753252471,1,0,50,0.727052719,0.087170315
Proechimys simonsi,0.47106115,0,0,30,0.514745095,0.0919088
Proechimys steerei,0.605176449,1,0,42,0.599515661,0.099845865
Proechimys trinitatus,0.622723449,1,0,45,0.59982504,0.089952638
Proechimys urichi,0.069052678,0,0,0,0.13422061,0.046559608
Proedromys bedfordi,0.679105474,1,0,43,0.57949872,0.071962534
Profelis aurata,0.701860152,1,0,48,0.681608628,0.09075363
Prolemur simus,0.901792216,1,1,50,0.846158013,0.045445076
Prometheomys schaposchnikowi,0.268872792,0,0,1,0.340166026,0.076281298
Promops centralis,0.24814678,0,0,1,0.31864888,0.089783576
Promops nasutus,0.118068489,0,0,0,0.193708957,0.069269824
Pronolagus crassicaudatus,0.506213007,1,0,21,0.479218152,0.087682107
Pronolagus randensis,0.410180204,0,0,5,0.398654489,0.076318875
Pronolagus rupestris,0.231494355,0,0,0,0.294602871,0.087115217
Propithecus coquereli,0.947219084,1,1,50,0.909051601,0.031064004
Propithecus deckenii,0.874041266,1,1,50,0.820849367,0.046102346
Propithecus diadema,0.924181117,1,1,50,0.881435255,0.041495868
Propithecus edwardsi,0.858374694,1,1,50,0.803447542,0.048176625
Propithecus perrieri,0.923351078,1,1,50,0.869731384,0.037747984
Propithecus tattersalli,0.924188889,1,1,50,0.870656289,0.040770851
Propithecus verreauxi,0.690632851,1,0,47,0.653715405,0.082289763
Prosciurillus abstrusus,0.582277598,1,0,45,0.581196769,0.071517601
Prosciurillus leucomus,0.686518771,1,0,48,0.644872687,0.086085596
Prosciurillus murinus,0.679791241,1,0,47,0.639869464,0.07891954
Prosciurillus rosenbergii,0.092285375,0,0,0,0.148304561,0.057332852
Prosciurillus weberi,0.658906743,1,0,47,0.600519477,0.069476707
Proteles cristata,0.217896126,0,0,2,0.317593457,0.103419284
Protochromys fellowsi,0.642984036,1,0,40,0.594975821,0.111233712
Protoxerus aubinnii,0.703870998,1,0,47,0.690431571,0.085918193
Protoxerus stangeri,0.695470386,1,0,48,0.669668598,0.078663426
Przewalskium albirostris,0.628427255,1,0,43,0.585197658,0.071466407
Psammomys obesus,0.407817971,0,0,15,0.455843865,0.09404455
Psammomys vexillaris,0.219687971,0,0,0,0.305707707,0.079908161
Pseudantechinus bilarni,0.386572945,0,0,8,0.411185413,0.094130582
Pseudantechinus macdonnellensis,0.195277033,0,0,0,0.251411323,0.077683824
Pseudantechinus mimulus,0.322102161,0,0,4,0.352074312,0.096356931
Pseudantechinus ningbing,0.318680331,0,0,2,0.352276255,0.085039194
Pseudantechinus roryi,0.168649433,0,0,0,0.196655108,0.060115855
Pseudantechinus woolleyae,0.213426286,0,0,0,0.255501131,0.068377888
Pseudocheirus peregrinus,0.435933214,0,0,10,0.427251364,0.093646365
Pseudochirops albertisii,0.812407179,1,0,50,0.74518443,0.087859679
Pseudochirops archeri,0.591866149,1,0,36,0.549539426,0.079624128
Pseudochirops corinnae,0.669256013,1,0,49,0.670094934,0.087206929
Pseudochirops coronatus,0.661403812,1,0,45,0.625701126,0.097887193
Pseudochirops cupreus,0.659006122,1,0,49,0.661571452,0.084651407
Pseudochirulus canescens,0.603557268,1,0,47,0.61440148,0.091718896
Pseudochirulus caroli,0.698916861,1,0,48,0.638422258,0.09810697
Pseudochirulus cinereus,0.460864286,0,0,15,0.465893422,0.082042911
Pseudochirulus forbesi,0.673996626,1,0,49,0.655926375,0.090121805
Pseudochirulus herbertensis,0.452160243,0,0,16,0.458774629,0.074187623
Pseudochirulus larvatus,0.521889758,1,0,30,0.531654805,0.082930227
Pseudochirulus mayeri,0.528039001,1,0,32,0.543361099,0.087755215
Pseudochirulus schlegeli,0.711785209,1,0,47,0.638096793,0.09205781
Pseudohydromys ellermani,0.510187715,1,0,31,0.524432043,0.102947922
Pseudohydromys fuscus,0.466208847,0,0,26,0.502313451,0.100465987
Pseudohydromys murinus,0.608870576,1,0,38,0.566799223,0.099562938
Pseudohydromys occidentalis,0.590488642,1,0,26,0.51920077,0.107419812
Pseudois nayaur,0.72165893,1,0,47,0.642297158,0.080163013
Pseudois schaeferi,0.637717784,1,0,45,0.59041857,0.070929871
Pseudomys albocinereus,0.231210134,0,0,1,0.252114064,0.070253899
Pseudomys apodemoides,0.229777437,0,0,1,0.242216069,0.073560205
Pseudomys australis,0.224205572,0,0,0,0.245609511,0.058638666
Pseudomys bolami,0.152796909,0,0,1,0.219361398,0.073720275
Pseudomys calabyi,0.057093011,0,0,0,0.112783384,0.048171809
Pseudomys chapmani,0.256022403,0,0,0,0.296816512,0.071758826
Pseudomys delicatulus,0.499542723,0,0,17,0.468056996,0.114320661
Pseudomys desertor,0.302011969,0,0,1,0.314183832,0.072125026
Pseudomys fieldi,0.209520948,0,0,0,0.251583225,0.06043395
Pseudomys fumeus,0.157272249,0,0,0,0.193793247,0.053802542
Pseudomys glaucus,0.623505084,1,0,35,0.558175022,0.103972
Pseudomys gouldii,0.060756006,0,0,0,0.118152577,0.046018346
Pseudomys gracilicaudatus,0.285694053,0,0,0,0.343189793,0.056901699
Pseudomys hermannsburgensis,0.193298206,0,0,0,0.248346766,0.08094785
Pseudomys higginsi,0.180209036,0,0,0,0.241734728,0.056245592
Pseudomys johnsoni,0.337994299,0,0,4,0.371145989,0.078068371
Pseudomys laborifex,0.326140578,0,0,3,0.362476662,0.08454013
Pseudomys nanus,0.427326464,0,0,12,0.437311878,0.091070318
Pseudomys novaehollandiae,0.27260774,0,0,1,0.299368963,0.089025324
Pseudomys occidentalis,0.16846663,0,0,0,0.223179796,0.057891453
Pseudomys oralis,0.216731661,0,0,0,0.253278554,0.060959612
Pseudomys patrius,0.26829811,0,0,1,0.354743522,0.076618663
Pseudomys pilligaensis,0.133437571,0,0,0,0.185698157,0.061478221
Pseudomys shortridgei,0.128210953,0,0,0,0.181670987,0.054219153
Pseudopotto martini,0.181067502,0,0,0,0.230726251,0.076607422
Pseudorca crassidens,0.328393265,0,0,1,0.363540987,0.068541855
Pseudoryx nghetinhensis,0.909632838,1,1,50,0.825827391,0.056931873
Pseudoryzomys simplex,0.2643678,0,0,0,0.324577035,0.07569299
Ptenochirus jagori,0.918222756,1,1,50,0.825564711,0.073327265
Ptenochirus minor,0.80610008,1,0,50,0.735721916,0.084567444
Pteralopex acrodonta,0.482744569,0,0,35,0.525044529,0.079987917
Pteralopex anceps,0.859709296,1,1,50,0.777243151,0.070251197
Pteralopex atrata,0.81953698,1,0,50,0.737035119,0.074889269
Pteralopex pulchra,0.839734711,1,1,50,0.735961423,0.075691
Pteralopex taki,0.830508106,1,1,50,0.734863915,0.074697272
Pteromys momonga,0.524763706,1,0,28,0.506174926,0.092423008
Pteromys volans,0.273539441,0,0,7,0.381370823,0.086324289
Pteromyscus pulverulentus,0.897713881,1,1,50,0.81460128,0.069672511
Pteronotus davyi,0.106261662,0,0,1,0.2399451,0.089319356
Pteronotus gymnonotus,0.419932895,0,0,11,0.454880562,0.085778892
Pteronotus macleayii,0.544275955,1,0,34,0.540368769,0.078378216
Pteronotus parnellii,0.556430704,1,0,37,0.544246779,0.082211894
Pteronotus personatus,0.383957851,0,0,9,0.435363698,0.081872152
Pteronotus pristinus,0.057586516,0,0,0,0.11362588,0.048603158
Pteronotus quadridens,0.526466931,1,0,35,0.531894018,0.082084002
Pteronura brasiliensis,0.63160442,1,0,46,0.62786668,0.096752921
Pteropus admiralitatum,0.819118822,1,0,50,0.739419923,0.072644399
Pteropus aldabrensis,0.28537303,0,0,0,0.324681509,0.065414724
Pteropus alecto,0.863540214,1,1,49,0.760605016,0.112259764
Pteropus anetianus,0.736827951,1,0,48,0.649379546,0.07236376
Pteropus aruensis,0.848498871,1,1,50,0.7717715,0.075101434
Pteropus banakrisi,0.777776804,1,0,49,0.707295273,0.085301077
Pteropus brunneus,0.071470565,0,0,0,0.128704817,0.051277311
Pteropus caniceps,0.833143286,1,1,50,0.742122257,0.088604032
Pteropus capistratus,0.770168382,1,0,49,0.703933104,0.07977233
Pteropus chrysoproctus,0.779338076,1,0,50,0.701160609,0.087769842
Pteropus cognatus,0.895824626,1,1,50,0.808693253,0.065180839
Pteropus conspicillatus,0.850760133,1,1,49,0.765495335,0.088639238
Pteropus dasymallus,0.765053242,1,0,47,0.646618114,0.091534264
Pteropus faunulus,0.730440036,1,0,50,0.696073709,0.081972444
Pteropus fundatus,0.75190902,1,0,50,0.686266894,0.076150265
Pteropus giganteus,0.773927512,1,0,50,0.717691373,0.080050351
Pteropus gilliardorum,0.671858669,1,0,48,0.616669447,0.081611957
Pteropus griseus,0.748068431,1,0,48,0.676717646,0.086975554
Pteropus howensis,0.849618441,1,1,50,0.751496886,0.068330992
Pteropus hypomelanus,0.732076655,1,0,49,0.689078283,0.079370395
Pteropus insularis,0.802725901,1,0,50,0.757367649,0.076454346
Pteropus intermedius,0.879199812,1,1,50,0.82073802,0.062240108
Pteropus keyensis,0.861448926,1,1,50,0.781561125,0.071648807
Pteropus leucopterus,0.898760918,1,1,50,0.795156177,0.076267126
Pteropus livingstonii,0.751063636,1,0,50,0.699428159,0.062087416
Pteropus lombocensis,0.824434917,1,0,50,0.73762765,0.078643096
Pteropus loochoensis,0.133072911,0,0,0,0.173705972,0.0609167
Pteropus lylei,0.850722307,1,1,50,0.804980885,0.07426207
Pteropus macrotis,0.611724535,1,0,46,0.59759886,0.086779785
Pteropus mahaganus,0.797038737,1,0,50,0.716614102,0.078441793
Pteropus mariannus,0.843817478,1,1,50,0.781371597,0.07081581
Pteropus melanopogon,0.835577133,1,1,50,0.754914234,0.080802218
Pteropus melanotus,0.876549799,1,1,50,0.795577989,0.056375789
Pteropus molossinus,0.787055264,1,0,50,0.715782547,0.070639457
Pteropus neohibernicus,0.850033435,1,1,50,0.770514724,0.074780369
Pteropus niger,0.708690762,1,0,49,0.652725179,0.075527377
Pteropus nitendiensis,0.760713305,1,0,50,0.69267917,0.074917024
Pteropus ocularis,0.7381834,1,0,48,0.653338077,0.088309389
Pteropus ornatus,0.775892003,1,0,50,0.678404124,0.068886626
Pteropus pelewensis,0.315029214,0,0,2,0.358350633,0.073051328
Pteropus personatus,0.77571058,1,0,49,0.689124116,0.088944539
Pteropus pilosus,0.084085309,0,0,0,0.137508863,0.053659037
Pteropus pohlei,0.806964681,1,0,50,0.707261898,0.089324122
Pteropus poliocephalus,0.354100918,0,0,4,0.38761502,0.101204065
Pteropus pselaphon,0.759033709,1,0,48,0.637393005,0.085475144
Pteropus pumilus,0.882425961,1,1,50,0.7739917,0.089660046
Pteropus rayneri,0.867365256,1,1,50,0.788709322,0.069429851
Pteropus rennelli,0.835565964,1,1,50,0.750259159,0.073749769
Pteropus rodricensis,0.278888032,0,0,0,0.332471455,0.074270376
Pteropus rufus,0.533873085,1,0,43,0.572761983,0.081517004
Pteropus samoensis,0.694966872,1,0,47,0.65232885,0.083494808
Pteropus scapulatus,0.506441222,1,0,15,0.45969536,0.094837132
Pteropus seychellensis,0.801907442,1,0,50,0.740559593,0.065411042
Pteropus speciosus,0.818949327,1,0,49,0.719132601,0.075828775
Pteropus subniger,0.081459926,0,0,0,0.133369625,0.052205443
Pteropus temminckii,0.776820055,1,0,48,0.670714309,0.082376217
Pteropus tokudae,0.073601497,0,0,0,0.132636892,0.052281789
Pteropus tonganus,0.742906728,1,0,50,0.723910194,0.073267067
Pteropus tuberculatus,0.775234312,1,0,49,0.69344094,0.071862504
Pteropus ualanus,0.75596401,1,0,50,0.702502099,0.07769112
Pteropus vampyrus,0.960455607,1,1,50,0.912742134,0.045223721
Pteropus vetulus,0.560271333,1,0,34,0.525897797,0.066797682
Pteropus voeltzkowi,0.73794631,1,0,50,0.679131256,0.067635901
Pteropus woodfordi,0.840322429,1,1,50,0.739202999,0.071716641
Pteropus yapensis,0.733065967,1,0,49,0.698283564,0.082541991
Ptilocercus lowii,0.672147917,1,0,49,0.645535275,0.095859603
Pudu mephistophiles,0.655727749,1,0,49,0.634976805,0.066683793
Pudu puda,0.622996726,1,0,30,0.531146717,0.112878855
Puma concolor,0.789276354,1,0,47,0.716206639,0.098204701
Puma yagouaroundi,0.715966827,1,0,49,0.702677666,0.082700043
Punomys kofordi,0.102984948,0,0,0,0.146142784,0.059235389
Punomys lemminus,0.358712424,0,0,5,0.384066608,0.084334284
Pusa caspica,0.390202959,0,0,0,0.307561552,0.07596561
Pusa hispida,0.526729361,1,0,9,0.419651682,0.08996269
Pusa sibirica,0.448969558,0,0,0,0.336732727,0.070777441
Pygathrix cinerea,0.936158937,1,1,50,0.886929662,0.037351226
Pygathrix nemaeus,0.93068671,1,1,50,0.891953705,0.038621472
